0.012529,0.3023,3.9183,31.101,114.97,439.13,221.64,0.01912,0.44613,6.3032,28.869,19.74,91.084,0.036411,0.95908,11.664,29.768,183.64,404.65,0.049217,2.1175,26.064,48.166,71.132,0.1177,3.2352,38.622,114.98,367.47,0.34183,11.686,62.456,41.627,0.48981,23.407,245.66,5.0307,2.3171,36.783,40.412,5.5832,178.35,450.79,9.3265,35.657,53.107,603.49,0
0.067831,1.8089,15.929,66.294,159.83,494.72,193.65,0.093549,1.9851,7.9935,45.653,29.811,46.076,0.21644,4.4585,28.696,46.624,261.33,399.31,0.25869,2.8988,34.021,69.572,7.6902,0.6076,8.4393,26.818,55.944,421.85,0.4855,14.534,72.785,26.184,1.2631,19.152,221.2,103.52,2.8468,41.458,23.479,4.9343,174.95,356.75,10.504,20.592,53.876,547.25,0
0.0031505,0.14815,4.2662,33.145,131.15,458.48,264.65,0.057542,1.1913,2.4768,25.696,85.831,89.748,0.019615,1.1492,14.898,37.183,217.55,462.42,0.1474,0.91244,10.054,55.006,56.413,0.1551,4.9146,33.775,73.154,406,0.1537,2.6186,27.968,24.817,0.82151,21.014,207.38,15.02,0.34686,10.218,18.39,5.0935,156.07,455.24,1.9858,15.517,46.972,607.71,0
0.023017,1.0701,12.053,45.378,72.961,323.8,256.02,0.027141,1.1959,10.471,26.919,87.838,86.333,0.11732,3.13,19.386,20.428,51.6,399.84,0.14146,2.9274,9.1736,58.729,68.267,0.40061,5.5553,26.937,195.61,307.76,0.40731,2.0595,32.693,41.947,0.8045,15.235,263.83,58.2,0.24834,13.472,19.592,3.498,169.99,460.25,2.9077,11.639,47.987,566.08,0
0.012123,0.75162,8.1505,55.983,177.77,524.71,125.86,0.0027453,1.8207,19.989,22.012,16.887,14.468,0.08795,2.3746,25.513,71.708,329.03,451.55,0.23481,6.4425,19.347,11.365,18.228,0.32981,7.6149,20.612,10.831,557.58,0.98515,8.7081,15.274,17.741,1.1314,11.566,177.06,249.8,1.7386,10.052,5.7807,3.242,155.35,255.87,2.7209,12.08,49.411,501.63,0
0.016395,0.45319,6.6572,33.302,108.66,475.35,227.26,0.040345,0.84801,1.4532,21.642,29.643,43.101,0.052298,1.6731,12.342,13.119,251.56,395.52,0.09385,0.46305,19.452,26.545,39.808,0.21003,3.5151,35.777,31.359,374.79,0.093831,8.636,42.083,12.706,0.55168,22.599,174.94,69.037,1.6978,25.778,19.503,5.4215,139.53,327.03,6.6212,23.581,42.845,475.04,0
0.042521,0.2948,16.563,89.512,129.75,466.05,183.35,0.049447,1.9138,13.323,36.868,74.342,82.912,0.030883,4.4541,42.123,38.82,213.59,379.81,0.24274,4.2648,24.307,55.277,82.202,0.58697,13.011,13.925,97.075,386.79,0.64975,10.097,45.127,56.797,1.9932,10.739,240.77,56.601,1.9519,24.999,33.198,2.8402,179.21,400.17,6.3296,23.189,53.868,574.38,0
0.037868,1.3805,11.792,34.557,105.77,473.48,241.99,0.041057,1.0051,3.8243,10.041,17.43,32.04,0.15541,3.11,12.14,4.6614,225.28,452.95,0.12537,1.2863,5.0143,23.348,22.348,0.40364,2.8643,31.483,79.109,433.33,0.2008,1.724,19.807,2.8637,0.34571,20.314,206.2,94.845,0.29991,10.109,13.9,4.8825,154.23,337.92,2.4064,15.732,46.282,500.4,0
0.054323,1.8037,18.706,64.742,72.885,461.55,360.66,0.0037009,0.42707,4.6276,16.866,23.266,57.305,0.21495,5.5092,40.898,87.01,223.18,561.49,0.050174,1.5724,12.781,23.089,41.76,0.77513,15.264,88.993,75.75,489.82,0.24904,5.4625,23.733,21.645,2.6485,45.606,216.7,81.102,1.0662,13.803,7.8291,10.223,165.52,409.85,3.5405,12.216,50.321,584.07,0
0.033658,1.3,16.421,57.2,82.162,477.35,236.6,0.064113,1.6799,9.5752,37.662,79.198,148.17,0.1516,4.5554,27.281,17.023,228.24,467.84,0.20567,2.586,23.996,32.704,118.86,0.61407,8.4947,34.981,94.968,471.15,0.35075,10.217,48.11,52.227,1.3079,21.032,250.93,98.686,2.0236,31.902,15.207,4.9827,189.44,412.67,8.545,29.027,57.34,613.96,0
0.027055,0.85671,7.9125,28.54,76.471,467.99,240.05,0.034542,0.71028,1.621,15.822,54.513,117.34,0.097412,1.962,7.2134,26.52,210.68,452.66,0.090079,0.64585,6.999,26.267,79.202,0.24266,0.82051,51.213,110.1,430.15,0.11134,2.4949,11.872,42.491,0.057793,29.158,245.55,65.574,0.47456,7.0498,39.296,6.7598,180.36,404.09,2.0372,34.584,53.933,575.37,0
0.050319,2.2656,28.949,86.996,129.59,506.69,147.23,0.16996,4.0586,15.37,14.879,22.904,42.399,0.27749,8.5566,45.928,24.013,255.49,355.59,0.52952,4.7348,21.112,41.477,45.183,1.21,15.656,36.75,102.09,420.93,0.72361,11.349,65.124,28.207,2.5942,24.523,285.62,118.52,2.4861,42.088,29.25,6.0717,220.93,376.42,11.288,32.674,67.85,599.64,0
0.047265,1.7629,17.151,41.592,97.302,473.48,227.79,0.10416,1.5888,8.083,40.156,42.989,55.209,0.20689,4.7404,20.993,38.849,221.05,424.59,0.19802,2.6077,23.935,5.4212,56.568,0.64004,7.2728,59.434,104.81,418.09,0.40353,9.3754,18.022,37.871,1.2349,33.805,255.39,71.32,1.7656,14.164,24.866,7.8807,191.6,400.36,4.0264,24.45,57.939,582.19,0
0.042275,0.32529,12.029,89.691,185.86,513.72,218.45,0.050546,1.4205,9.2691,12.99,39.407,61.69,0.038078,3.4082,46.255,104.12,315.31,507.45,0.17693,2.833,8.9774,23.344,60.719,0.46537,15.271,59.223,36.64,541.94,0.41745,3.5557,12.041,55.65,2.4534,26.823,169.79,170,0.65532,5.9237,45.524,5.9338,146.58,358.57,1.5454,29.788,46.385,581.89,0
0.09632,3.2941,27.214,57.41,111.86,493.5,156.3,0.16427,2.2854,11.576,46.321,25.576,85.936,0.39584,7.8728,29.411,18.459,264.06,369.69,0.30585,4.2877,34.045,39.821,54.378,1.0991,10.346,57.662,66.17,427.67,0.71862,14.61,41.068,36.436,1.7825,35.349,243.32,147.75,2.8833,24.066,22.622,8.4939,193.13,299.79,6.2531,10.896,59.768,505.65,0
0.041169,1.3533,23.498,108.8,149.5,480.41,159.02,0.014836,1.2281,10.076,19.428,53.048,68.085,0.15952,6.4141,52.284,57.463,236.34,384.62,0.15465,3.1921,11.003,36.736,34.348,0.85433,16.406,13.839,74.179,417.04,0.48465,4.1091,23.393,18.493,2.5432,6.7801,215.45,109.19,0.7506,10.966,33.303,1.9709,163.92,333.63,2.5627,29.813,49.594,515.52,0
0.027965,1.7958,21.896,75.814,144.11,514.14,253.24,0.093047,2.5181,19.032,48.261,35.913,46.047,0.22282,6.5609,40.074,41.388,308.05,477.53,0.3212,5.9422,31.461,24.946,79.059,0.93606,13.783,44.113,47.998,499.03,0.89146,12.301,32.345,56.26,2.2997,28.12,221.45,138.72,2.268,20.779,7.3731,6.9288,184.45,388.27,5.5524,22.288,58.057,613.97,0
0.016567,0.71646,9.2746,49.186,129.82,452.84,174.71,0.0062973,0.44222,3.3661,22.808,55.31,85.993,0.081604,2.4044,18.929,18.618,210.69,346.97,0.04741,0.5159,17.128,41.631,55.171,0.30973,5.1661,29.239,87.948,325.31,0.031912,7.4484,47.048,47.827,0.74902,20.641,227.51,10.187,1.4707,27.798,65.189,5.1382,170.32,444.62,7.0895,51.884,51.298,590.63,0
0.025021,1.1035,13.41,38.512,59.859,391.96,269.41,0.023368,0.38019,5.9279,17.564,12.272,17.041,0.12557,3.5825,20.781,45.305,120.84,423.86,0.044111,1.676,10.81,13.57,14.998,0.47095,7.3099,58.975,162.86,359.38,0.23351,4.1108,12.06,15.655,1.2317,31.047,261.4,9.1683,0.74517,6.4582,10.731,6.9483,177.9,404.46,1.5836,5.9224,51.53,536.51,0
0.011974,0.83143,13.049,33.711,52.923,370.46,255.77,0.024403,0.12842,9.1981,34.702,28.162,62.713,0.092586,3.3703,14.14,62.461,86.377,417.77,0.01173,2.5889,19.841,11.852,57.176,0.43038,3.9841,56.955,204.18,350.52,0.36092,7.281,0.55939,43.235,0.56884,27.198,287.31,9.3337,1.2989,2.2552,28.212,5.8187,188.38,429.36,0.87408,14.495,53.66,557.77,0
0.016855,0.81423,11.078,46.122,35.029,237.75,261.92,0.055297,1.1835,9.2571,38.351,53.22,82.846,0.095319,3.2116,30.154,108.77,30.055,321.07,0.14874,2.8356,21.583,34.019,78.955,0.44512,11.196,95.793,264.68,176.16,0.41959,7.8134,25.63,38.562,1.9193,45.213,316.8,196.49,1.379,13.571,6.4281,9.6666,198.98,573.11,3.3341,18.344,55.815,638.3,0
0.032562,0.77812,5.8143,42.093,49.748,349.46,255.93,0.044695,1.4039,12.969,43.945,58.029,51.967,0.085711,1.5122,25.504,101.24,110.66,353.88,0.169,3.7968,24.935,34.994,58.804,0.19711,9.2725,94.508,146.47,294.59,0.54471,9.2206,26.671,46.659,1.5746,45.638,246.1,3.2467,1.6606,15.599,11.856,9.8597,170.51,348.6,4.0998,9.9596,49.892,464.52,0
0.065707,1.8535,16.117,72.179,141.96,494.75,171.41,0.054385,0.27682,9.6168,34.767,44.013,33.107,0.22541,4.8183,39.913,61.566,240.32,383,0.020425,3.2074,27.337,32.256,54.173,0.68517,14.041,65.727,97.554,400.13,0.50608,11.843,33.47,52.717,2.3688,37.432,260.47,62.633,2.3265,20.596,31.743,8.8441,199,418.25,5.4428,13.77,60.691,607.42,0
0.028018,0.33388,4.8077,24.726,60.711,424.99,232.32,0.061482,1.5877,5.0508,16.371,74.492,129.46,0.037584,1.2398,8.408,30.438,160.17,413.74,0.18846,1.3589,21.674,14.289,126.64,0.15821,1.845,49.322,144.42,381.89,0.19594,10.626,48.228,83.64,0.19971,27.27,271.38,22.659,2.1835,33.039,46.959,6.2474,192.85,437.88,8.8689,34.326,57.008,598.58,0
0.01956,1.1219,16.576,91.395,176.54,476.06,156.41,0.042984,1.1361,6.1674,18.458,31.895,72.735,0.12793,4.4961,41.845,74.541,241.54,383.1,0.14338,1.7792,9.5841,18.613,43.615,0.59568,12.639,20.525,54.307,415.75,0.25255,3.2719,14.996,19.318,1.903,6.4718,199.8,111.99,0.55433,8.497,19.261,1.7366,154.78,323.57,2.1648,17.025,47.081,502.57,0
0.0093442,0.62849,9.2015,45.299,107.76,465.81,200.8,0.070116,1.8421,7.9202,20.063,30.694,28.704,0.073566,2.4741,20.397,31.735,209.03,400.47,0.229,2.4663,8.4587,39.646,19.111,0.32838,6.6332,51.905,105.55,404.27,0.37669,3.4336,38.502,27.832,1.0945,30.358,251.44,76.463,0.72029,21.172,33.676,7.1413,186.47,373.85,5.2446,25.312,56.036,548.88,0
0.031694,1.1242,12.526,54.971,118.36,369.3,200.79,0.0325,1.0461,7.4476,26.016,25.809,53.992,0.12526,3.2524,26.61,84.669,132.02,290.03,0.12534,2.2503,15.066,28.834,30.555,0.41973,8.6883,69.358,117.06,209.58,0.32926,5.4986,22.922,17.37,1.4001,33.336,214.95,97.465,0.97168,11.288,9.791,7.2271,150.38,440.86,2.6286,3.5612,44.02,525.56,0
0.07268,2.0456,14.092,38.008,71.99,465.38,235.95,0.10275,2.2835,15.144,32.042,20.084,28.098,0.23699,3.9159,24.407,65.687,238.13,369.05,0.29784,5.0192,24.619,9.381,32.588,0.53453,9.3874,85.402,66.49,348.83,0.78755,10.718,23.884,38.218,1.6633,45.767,222.92,50.863,2.1263,17.472,23.358,10.406,174.27,353.37,4.9441,20.386,53.54,509.33,0
0.020362,0.95078,11.61,35.664,46.991,325.19,323.76,0.013235,0.92788,11.637,37.57,27.435,19.911,0.10422,2.9928,17.119,49.114,46.198,428.73,0.11037,3.3497,20.398,24.339,35.423,0.38174,5.461,46.455,191.16,280.41,0.47364,7.2184,15.905,38.39,0.8609,22.396,251.16,114.61,1.2551,7.0399,29.205,4.8039,159.6,506.96,1.5597,15.35,44.697,587.36,0
0.02683,1.0556,14.655,73.287,147.16,436.79,295.27,0.02697,0.28626,0.9719,22.05,29.604,72.227,0.11958,3.8627,35.204,92.245,219.99,434.18,0.033344,0.14046,7.2746,27.094,26.286,0.50195,11.176,63.708,38.658,356.38,0.050804,1.8935,20.305,37.278,1.755,29.654,164.63,7.0663,0.3321,10.042,64.425,6.4194,128.47,396.06,2.3775,50.716,39.124,522.31,0
0.039676,1.9242,18.4,56.026,153.26,489.38,187.53,0.11773,2.7412,16.551,13.461,63.295,123.78,0.22818,5.1948,23.176,23.82,292.08,371.85,0.35293,5.0822,7.0763,15.233,84.014,0.71337,6.9908,29.83,29.677,396.29,0.76894,4.8972,30.744,31.928,1.1132,23.581,201.51,90.173,1.1883,22.564,24.819,6.1002,168.86,363.39,6.2881,30.933,53.158,553.03,0
0.019812,0.65968,7.9797,34.595,22.522,423.24,314.85,0.084868,2.5256,17.962,30.02,65.276,50.598,0.075352,2.1624,20.952,97.225,152.9,446.18,0.31849,5.573,16.713,58.892,59.686,0.28818,7.7492,94.035,153.69,369.17,0.83218,5.9524,41.411,28.704,1.339,46.204,282.21,10.071,1.0345,19.54,34.903,10.1,200.31,468.43,4.5141,43.136,59.283,617.37,0
0.035615,2.583,31.275,94.166,142.84,480,70.773,0.12836,2.4847,21.79,71.155,90.612,182.8,0.31329,9.0741,47.372,32.63,273.1,311.6,0.34091,7.5472,47.171,74.064,104.71,1.2665,15.68,25.94,56.285,412.11,1.2134,19.126,49.706,44.335,2.5526,20.205,240.11,145.11,3.6513,23.123,26.792,5.2675,194.15,322.21,5.3814,19.982,60.526,543.36,0
0.039566,2.6476,32.11,87.605,120.89,434.2,137.4,0.17937,3.3444,10.785,41.754,45.45,32.204,0.32003,9.3042,44.905,16.129,183.71,298.89,0.4307,3.6697,37.267,68.79,22.237,1.2988,15.082,37.938,141.86,327.75,0.60623,17.323,76.545,13.863,2.4796,24.664,295.18,32.188,3.5554,45.786,15.03,6.0182,217.36,416.98,11.936,21.926,65.513,597.94,0
0.020877,0.45467,17.244,108.76,191.08,472.42,93.313,0.039504,0.72053,15.849,29.597,26.857,57.011,0.05717,4.8766,52.83,91.598,211.36,325.02,0.09626,4.9872,21.272,25.71,41.964,0.66487,16.685,29.442,102.6,366.71,0.75293,8.8253,20.265,43.828,2.5965,5.2579,244.52,49.98,1.6898,10.429,54.652,0.35119,180.52,410.46,2.5329,44.553,54.055,588.27,0
0.046494,1.2506,14.486,61.835,94.7,386.45,284,0.022534,0.63998,5.3753,23.226,45.938,92.032,0.14502,3.992,32.596,55.778,147.38,415.59,0.074794,1.477,10.371,22.054,58.824,0.53681,11.119,57.422,112.56,336.15,0.20268,3.3349,13.796,25.914,1.8334,30,213.91,6.1724,0.55531,7.2899,21.673,6.7484,151.04,397.65,1.8049,18.521,44.393,516.64,0
0.029167,0.64911,9.5213,47.144,124.17,455.66,317.1,0.051881,0.70777,5.4189,31.805,38.272,23.988,0.080408,2.8501,29.889,96.81,238.39,565.13,0.082898,1.6229,20.885,31.304,58.596,0.40406,11.07,78.087,61.771,516.57,0.23563,8.2774,26.302,74.504,1.9046,37.997,187.58,107.5,1.544,15.004,55.382,8.3693,146.28,391.76,3.8837,25.986,44.727,573.27,0
0.037285,0.87528,5.7625,44.368,28.28,346.93,159.76,0.080208,2.4289,18.747,37.42,21.411,27.433,0.097451,1.8892,31.774,128.36,109.96,232.42,0.31266,6.2724,29.566,22.491,24.945,0.28747,12.275,117.9,158.28,202.49,0.98405,12.929,30.62,16.332,2.1531,56.739,264.2,37.777,2.559,19.533,26.075,12.274,184.46,353.42,5.2238,26.299,54.321,458.22,0
0.044807,1.9645,22.29,63.589,131.83,525.97,230.86,0.057956,1.1439,3.962,19.103,50.19,47.778,0.23129,6.1868,30.659,42.103,322.89,476.15,0.14225,1.1,15.012,52.536,47.057,0.83601,9.899,45.118,39.774,506.31,0.16651,6.8682,42.886,49.836,1.5882,27.349,196.07,156.86,1.4054,22.892,37.409,6.6021,167.07,352.12,5.7193,22.295,52.816,571.65,0
0.017432,0.60838,3.8348,3.5808,13.445,348.16,404.58,0.024774,0.47633,11.471,54.533,27.178,59.17,0.069593,1.0283,5.0661,70.928,79.542,566.93,0.065639,3.7149,37.014,65.747,30.21,0.13583,2.3096,64.205,174.39,454,0.56814,14.708,63.364,8.2205,0.43176,30.366,254.67,48.872,2.7318,33.784,34.225,6.4742,168.23,394.44,8.1826,32.066,48.051,533.71,0
0.0080007,0.20784,2.958,8.0737,56.684,412.14,342.45,0.080269,2.6134,18.936,30.092,92.163,115.8,0.02705,0.74756,6.5068,34.387,169.53,551.7,0.32019,5.6208,14.414,36.272,149.78,0.094209,2.8141,50.537,112.2,486.84,0.81172,4.5893,15.849,119.49,0.52584,27.704,234.32,79.737,0.73419,12.167,48.36,6.3377,169.33,409.94,3.6337,8.956,50.322,582.24,0
0.023983,1.054,13.432,42.78,51.612,456.95,290.41,0.021318,1.4176,19.599,75.827,63.198,102.79,0.1218,3.567,19.58,41.486,197.12,474.22,0.17814,6.0834,46.104,60.783,82.397,0.46572,6.1179,52.656,97.419,409.06,0.90726,17.528,47.848,50.553,0.96025,27.881,227.21,21.784,3.1937,24.522,23.479,6.2778,166.36,440.64,5.9339,15.879,49.598,592.1,0
0.032196,1.5337,17.041,44.36,96.665,486.94,212.11,0.092537,1.4124,9.7431,47.603,56.717,45.835,0.18005,4.6385,17.573,26.842,246.15,381.54,0.16423,3.03,34.98,74.568,45.257,0.61864,4.7844,52.564,82.103,386.12,0.46245,14.852,69.643,21.008,0.67399,30.625,242.09,70.307,2.89,38.063,9.5675,7.1768,186.74,377.17,9.4471,17.74,57.05,555.73,0
0.02423,0.56283,1.0041,26.498,90.548,450.53,213.72,0.0069144,0.43423,5.0702,16.466,42.65,61.009,0.063927,0.41435,9.2845,48.392,175.12,401.12,0.05306,1.5393,9.8462,23.832,82.711,0.078605,3.053,52.312,120.62,358.02,0.22643,3.7097,7.8634,64.827,0.55936,27.82,241.33,3.1163,0.67431,2.6541,27.954,6.3028,171.62,429.37,0.87221,3.3161,50.55,568.84,0
0.0064866,0.88704,15.674,55.899,106.62,487.71,179.41,0.14934,3.4666,13.851,37.605,66.468,53.047,0.11088,4.5062,26.126,5.5642,256.42,342.09,0.42511,3.6852,30.414,36.988,75.75,0.6243,8.1331,40.642,83.218,369.96,0.49798,13.935,59.289,53.055,1.2629,25.735,249.11,73.743,2.83,39.117,19.282,6.2085,194.53,376.92,10.506,19.326,59.832,566.24,0
0.055838,1.2723,30.192,103.96,92.208,499.08,202.95,0.11956,3.1663,10.972,2.4628,66.377,91.94,0.14902,8.5036,54.757,26.149,253.71,424.82,0.40262,3.1413,11.075,5.582,90.778,1.1601,18.416,27.323,69.129,452.69,0.44324,6.7028,33.34,57.507,3.004,16.209,231.06,126.59,1.5061,25.39,17.073,3.8323,179.13,348.14,7.1469,9.9377,54.707,548.94,0
0.018168,1.0704,15.406,60.902,102.19,363.37,166.54,0.051659,0.17142,14.989,76.897,126.77,204.95,0.13108,4.5171,31.954,79.374,183.52,305.95,0.018437,5.1452,58.274,105,167.18,0.6317,10.569,53.243,99.84,293.16,0.81567,24.906,107.78,72.909,1.6938,23.33,193.06,17.164,4.8444,62.368,46.846,4.8691,142.72,352.13,15.847,56.559,42.986,485.75,0
0.083865,1.9486,11.341,17.341,72.473,432.12,181.02,0.12291,2.4289,11.054,7.7168,92.853,105.71,0.22912,3.064,11.226,58.874,219.2,296.84,0.33276,4.5235,18.407,31.733,60.482,0.41918,5.71,80.384,73.929,289.23,0.79811,10.711,28.22,34,1.1677,44.011,225.95,20.289,2.3978,22.879,23.11,10.137,175.87,358.79,6.7411,22.738,54.066,504.21,0
0.065,2.3029,17.908,24.521,65.535,392.13,116.75,0.053276,0.7527,12.544,39.587,13.686,16.4,0.2683,4.9051,13.76,68.387,153.23,226.98,0.11219,4.5431,32.825,32.275,6.5675,0.66393,6.2101,90.367,153.85,241.51,0.74979,14.705,43.188,8.7257,1.2196,48.521,290.99,6.0307,2.9544,27.179,17.393,11.049,210.71,377.68,7.2381,21.638,63.127,520.83,0
0.016674,0.21615,7.0458,59.723,87.249,425.39,306.29,0.027601,0.65332,3.7288,34.029,16.185,43.724,0.022797,1.8512,27.868,29.177,144.35,542.61,0.073534,1.1543,21.235,11.126,45.518,0.23876,8.4989,13.033,128.11,479.62,0.17132,8.0074,13.873,57.237,1.2854,7.8329,225.36,74.929,1.4362,8.2146,57.083,1.9429,154.18,396.27,2.0811,37.733,44.517,554.07,0
0.022202,0.79084,10.225,57.306,113.27,526.32,204.53,0.01767,0.80165,5.78,9.8391,44.01,79.744,0.095925,2.9628,27.772,24.683,294.05,489.45,0.093371,1.4182,4.9935,10.608,81.726,0.41083,8.9472,29.654,32.775,529.74,0.1764,3.1947,31.178,57.384,1.4276,20.107,200.15,177.66,0.74339,21.027,33.982,5.0113,163.1,328.77,5.6063,22.86,50.594,546.82,0
0.15256,3.5619,23.795,53.012,29.693,418.45,98.319,0.036704,0.29583,4.2077,19.883,17.87,5.775,0.43561,7.4174,43.023,115.19,204.66,201.93,0.047316,1.6996,14.946,21.554,17.978,1.094,18.013,128.01,108.43,251.13,0.29908,6.6173,22.972,22.59,3.3357,66.928,265.33,60.144,1.3376,13.954,10.479,15.189,203.86,277.57,3.705,5.2077,62.708,434.47,0
0.061144,1.9045,20.616,93.785,184.12,526.62,128.84,0.074592,2.1763,15.224,26.046,56.218,77.585,0.23576,6.0222,44.279,69.192,302.31,378.75,0.28335,4.8897,16.807,32.813,50.795,0.84331,13.926,30.514,45.741,458.57,0.75307,6.8587,10.824,27.452,2.1839,19.621,241.79,141.75,1.3252,2.844,13.013,5.1478,197.94,374.62,1.0463,5.9244,61.903,607.74,0
0.082391,2.0042,22.104,64.784,58.525,354.6,105.71,0.12329,1.9678,17.451,48.863,81.65,61.219,0.24878,6.5983,41.796,84.148,127.15,186.9,0.26483,5.38,24.187,45.881,92.861,0.93928,16.051,92.79,151.93,152.9,0.80697,7.9979,21.515,62.091,2.8437,48.491,273.45,124.37,1.3411,10.652,47.133,10.981,195.77,486.69,2.9427,51.999,58.402,591.5,0
