0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
-9.9809,-9.4448,1.164,-3.2039,3.9017,-0.16006,-8.4094,3.0465,3.996,-4.0497,-3.0302,0.95547,-0.97081,1.5485,-4.1929,-1.7285,-4.424,-2.5309,0.25873,2.8256,1.1465,1.3415,0.15126,1.2221,-1.5333,-0.059642,1.2588,-1.4398,-1.4723,-0.19471,-3.395,2.764,-1.3109,0.40845,0.20919,-1.195,-1.2977,-0.50215,1.1777,-0.78928,0.33011,-0.32946,1.376,-1.3585,0.34917,-0.98034,0.9109,-0.087409,-1.8745,-0.96048,0.53298,-0.28075,0.86605,0.66462,1.6732,-0.36224,-0.55696,-2.3495,-1.0786,-0.97264,-0.83348,-0.72315,1.0535,0.52538,0
-10.97,-4.6405,2.7209,-0.025424,1.0772,2.7626,-8.8503,1.4651,0.98816,0.55307,-4.038,2.0684,-0.96867,0.94839,-2.7519,-3.0061,3.8866,-0.53574,2.2455,3.9087,-3.0419,0.49684,1.7663,2.6193,1.9221,0.47759,2.1452,-0.63657,-1.952,0.70532,-0.92035,0.68092,-1.1841,-0.30423,-1.0499,1.4839,0.082798,0.23194,0.54519,-1.2884,-1.4372,0.12542,1.5681,-0.24532,1.2431,1.0259,-0.371,-0.51998,-1.0136,0.95014,-0.38062,-0.98063,-0.050167,-0.013258,0.40298,-0.46675,0.31097,0.52798,0.10465,-1.0709,0.28102,-0.13416,1.3084,-0.44019,0
-5.5427,-10.242,6.3991,-3.9673,3.1958,0.70387,-8.0714,-6.8769,1.604,-6.3616,-0.81606,1.2904,4.2553,-0.061114,2.046,1.6155,-1.3347,-0.46657,-2.4778,4.4262,-0.8711,0.96546,4.7724,0.126,-2.665,2.1604,1.9705,-1.8247,0.58824,-0.18537,-4.4622,0.38302,1.4715,-0.27488,-0.39143,-2.4626,-0.69391,0.26636,0.37706,-0.70866,-0.92572,1.462,1.6638,0.58725,0.40136,-0.53449,0.25102,-1.2947,0.16956,0.908,-0.49653,1.9435,1.48,1.2358,-0.32857,-0.24684,-0.12189,-1.3932,-1.0366,-1.6694,-0.032775,-0.80979,0.20297,-0.52551,0
-8.9259,-7.4091,7.6845,-2.6735,3.515,4.5419,-8.3383,-6.7173,-1.9909,-0.88928,0.069809,0.51576,1.5976,-0.022841,-1.5591,1.79,0.087273,-1.3307,-0.7685,4.1448,-3.2777,-0.67004,3.7696,-1.4506,0.009177,-0.25956,2.354,-1.4106,1.1333,-0.74547,-0.99505,-1.8194,0.14674,-0.18007,0.13636,-1.6442,-1.9945,-1.0872,0.15261,-0.78963,-0.3481,-0.10632,1.7571,0.56846,0.033289,0.49154,0.27596,-1.8635,0.74222,1.3272,-3.0663,-0.95243,1.789,-0.89879,-0.54288,-1.5169,0.17462,-1.0552,0.55755,0.8118,0.20219,0.2011,1.1141,-0.35179,0
-11.114,-8.0047,5.829,-3.9066,2.0603,-0.58559,-10.165,-5.1658,1.6673,-2.6512,-1.0054,1.8242,0.3866,2.7214,-0.20835,1.5175,-0.67125,1.2307,-2.4587,2.3495,-1.7938,-1.3212,3.0168,-0.99198,-1.4284,1.4146,2.5566,-1.5832,-0.19268,2.0213,-1.6858,-1.6078,-0.052428,-0.7625,-0.31769,-0.51168,-2.2157,0.3038,0.61485,-0.35492,-1.6892,0.81614,1.1385,0.25082,0.23556,0.97514,1.2966,-1.004,-1.2244,1.1041,-1.8242,0.82406,1.8922,-1.9722,-1.4881,0.087176,-1.4155,-1.4695,-0.51793,0.42789,0.55415,-0.59629,0.32394,1.0516,0
-10.075,-8.226,0.012263,-1.5715,0.71112,-1.3217,-9.6619,-0.50706,3.7365,-4.4253,-1.5984,1.3036,1.0791,1.1892,-4.3429,-3.1478,0.64169,0.80446,1.5855,2.2363,-1.9578,-3.0872,-1.3515,1.5369,0.226,0.31556,1.2617,-1.2701,-2.5764,-0.41521,1.6459,1.9998,-2.6977,0.20464,-0.56389,0.53919,-1.4926,-0.18658,1.9223,-1.0518,0.18531,1.2412,0.95797,1.2292,0.13256,0.48977,-1.2361,-0.99913,-1.012,0.66258,-1.0582,-1.3511,1.6207,-0.25786,1.0851,1.1857,-2.0182,-2.1624,-0.17142,-0.20161,0.72964,-0.49831,-0.52236,1.1065,0
-6.3728,-4.6266,-1.9716,-0.64548,1.3188,1.9488,-11.251,-0.18453,-0.68032,-4.2854,-3.9197,2.5627,0.79865,3.2059,-2.1961,-3.1336,-0.04702,0.52781,3.1639,4.2996,-0.68564,1.7645,-0.25534,1.5134,0.88001,-0.23214,3.1087,-3.1573,-2.6546,0.66012,-0.17628,-0.32272,0.44379,-0.79866,1.4418,1.0809,-0.4565,-1.6796,0.65793,0.47844,-0.31092,0.59941,1.6172,-0.078854,-0.64057,0.78071,0.67045,-1.2268,-1.4236,-1.003,0.44781,-1.8437,2.025,0.22906,-0.97337,1.6477,-0.15916,0.07818,0.77276,-1.3825,0.19651,0.38656,-0.94365,-0.33206,0
-13.236,-10.412,9.413,-3.0164,2.2293,0.35848,-4.2321,-0.49017,0.40247,2.7739,-3.3417,-1.2284,-0.19373,1.4898,-2.2686,2.2411,-4.9163,0.1833,-0.21301,0.4578,-2.3871,-0.031882,1.0792,1.0036,-1.0021,-0.41515,1.385,-0.52389,-0.50424,0.80706,-0.40974,0.97309,-1.1507,0.71223,0.026425,0.30595,0.9027,-0.109,-0.57571,-1.338,-1.7038,-0.52636,0.7766,-1.5262,1.6658,0.28476,0.28512,-0.211,-1.5791,0.26585,-0.27294,1.3019,-0.056931,-0.087286,-1.5303,-0.32313,-0.35151,-0.10557,0.43287,1.6728,1.1462,0.28164,0.29356,0.92113,0
-11.638,-5.3052,7.086,-1.7807,2.9866,4.7085,-5.0411,-3.8098,0.77289,3.8254,-1.7458,1.6155,-0.38645,3.3655,-1.2353,-2.5956,1.0937,-1.0138,-1.034,2.7575,-5.395,2.478,3.2659,1.8488,-0.88673,3.5167,1.2705,-0.61277,-0.040532,-0.95339,-2.9734,-0.97987,-0.99093,-0.41748,-0.14975,-0.43512,0.92698,2.0925,-1.0392,-0.5817,-1.6496,1.0431,2.6057,-0.94431,0.39042,0.13085,-0.34728,-0.66323,0.39852,0.72994,-0.30929,-0.6781,-0.31763,-0.77873,-2.1779,0.34652,-0.99521,0.4418,-0.63802,-1.342,0.55701,-0.074371,0.17339,0.11728,0
-6.3629,-9.6988,4.2025,-5.0052,1.5874,3.7172,-9.2203,-7.4393,-1.4983,-1.7283,-0.51196,-0.97619,2.8125,1.2087,1.5053,1.1855,-0.49895,-0.54787,-1.6332,2.6852,-2.7259,-1.6525,2.2815,-0.93272,-2.0267,2.5529,1.2807,-2.3168,0.18744,-0.23996,-1.24,0.70526,1.2419,-1.5042,-1.252,-0.009841,-2.2899,-0.10009,0.69555,-1.0726,0.62917,0.63028,1.0816,0.10279,-0.70986,0.16863,-0.81633,-2.3838,0.13351,1.3667,-1.6843,-0.97072,2.0868,-0.98829,0.45134,-0.71792,0.75477,0.46768,0.093098,0.30144,-0.68279,0.24435,1.3495,0.62764,0
-9.9808,-9.5756,3.552,-2.456,1.9874,1.119,-8.5394,-2.1498,2.3644,0.10364,-3.3251,-1.5598,1.3645,-0.12475,-2.9078,-2.9291,0.72567,0.43483,1.3618,2.5403,-3.9841,0.016036,-1.0323,1.1946,-0.0015214,-0.86295,1.8911,-1.0214,-2.8788,-1.6805,-0.81462,0.89383,-2.8828,-0.037796,-0.57562,1.0062,-0.32664,-0.040077,0.12638,-1.3658,-1.6157,2.2526,2.3549,0.48578,-0.01858,0.589,-1.9536,-0.61304,-0.71867,-0.22083,0.69066,-0.3721,1.4356,0.99295,0.72776,0.36147,-1.5636,-0.0056418,0.60662,-0.17983,1.2967,0.19569,1.7347,0.90829,0
-8.8416,-12.035,0.081331,-2.8302,0.56468,-0.40948,-10.991,-4.229,1.9012,-1.1871,-0.23279,1.9477,1.0406,-0.050595,-1.502,2.4397,-0.30827,0.44219,2.7567,2.7193,0.32979,-1.8049,-1.4056,-1.8993,-0.7216,0.65519,1.2977,-0.051894,0.59436,-0.78095,0.026652,1.364,-1.1527,-0.12386,-1.4043,-2.0595,-0.59603,-2.4441,1.2091,0.053291,-0.87927,0.79675,0.09734,0.95034,1.458,0.22276,-0.30522,0.16165,-0.68397,1.6961,-1.7654,0.44093,-0.12159,-1.1052,-0.80946,1.0967,-1.6733,-2.4796,-0.025354,-0.73534,0.1981,-0.59072,1.6323,1.9787,0
-11.913,-6.194,1.4179,0.076265,0.77947,-0.91711,-8.7062,4.1723,3.6877,-2.3516,-5.1335,0.92993,0.68548,0.82582,-4.1842,-2.0751,0.80716,0.79963,1.8683,1.9047,-1.0281,0.91555,-0.60965,1.9101,1.8226,-0.30178,1.8273,-1.2747,-0.94938,1.3893,0.21916,3.4632,-2.4612,-0.62976,-1.3164,0.70805,1.8817,0.75712,1.294,0.40842,-0.46894,1.4529,1.3979,-0.23219,1.0131,-0.0081618,-0.11883,-0.78523,-1.6795,0.84148,-1.0432,-1.2346,1.3831,-0.0065866,1.1294,-0.088647,-0.03002,-0.38082,0.17871,1.0339,1.4808,0.3028,-0.98383,0.41516,0
-9.2881,-8.1739,3.9971,-2.4058,2.9957,5.1363,-8.7039,-5.7534,-2.6443,0.95216,-2.9006,-1.8745,1.3136,0.3906,-0.88399,1.8641,-1.133,-2.2653,0.95205,2.5752,-4.2601,1.2239,1.1269,-0.078718,-2.3234,-0.014238,2.784,-0.67398,0.18786,-0.16544,-1.0043,-1.2138,0.66796,-1.0415,-0.39874,-0.99969,-1.3627,-1.0648,-1.2437,-0.93366,0.79303,-0.52678,0.85678,0.0015547,-1.2183,1.1426,0.7384,-1.3695,-0.90237,-0.68844,-1.6874,1.0049,1.7846,-0.43632,-0.77252,-0.40097,0.98683,0.14076,-0.37253,1.0758,0.32114,-0.82711,0.17922,-0.1329,0
-8.1642,-9.6504,2.8052,0.93323,1.7775,0.44237,-7.7267,-0.39406,0.26155,-4.5678,-3.6917,-0.041401,2.5752,-3.7428,-3.4493,-2.7162,1.2016,2.2023,2.2861,2.7282,-2.1135,0.68216,0.51745,1.4791,-1.5979,0.32308,1.7303,-0.63413,-0.79915,-0.60907,-1.0764,1.8967,-3.2801,-0.78687,-0.24028,1.8227,-0.013642,0.16797,-0.37526,-0.11624,-0.62129,1.6475,1.9293,0.33467,0.89232,0.13153,-3.1459,-0.69143,-1.5411,-0.30336,0.14972,-0.60047,0.074621,2.146,0.87465,1.9997,0.4317,0.60528,-0.29297,0.41185,-0.21206,1.0625,-0.26124,-0.034476,0
-10.746,-7.4087,5.4519,-1.9684,3.8038,3.4442,-8.3591,-5.7636,-2.205,-0.15807,-2.2015,0.33838,1.2659,2.9243,-0.64812,1.55,1.0695,-2.2812,-0.3677,3.1705,-2.7389,1.0141,2.8014,0.55427,-1.1092,0.06426,2.0102,0.84987,0.37536,0.17099,-0.38358,1.1366,0.80095,0.71715,0.83303,-0.58416,-1.3574,-0.070465,1.2188,-0.28152,-1.0114,-1.1743,0.17091,-0.2609,0.1648,0.33558,1.2017,-1.6038,-0.21146,0.36892,-1.3934,0.17634,0.40981,-0.54176,-0.075419,-0.79552,-0.072211,-0.85093,0.93547,1.227,-0.78025,-0.65662,0.14956,-0.14676,0
-11.452,-9.7892,7.5547,-0.96608,1.5531,5.2924,-2.8175,-1.0688,3.0661,1.946,-1.9915,0.59366,0.28873,-0.58677,-1.165,-2.7775,-1.0024,2.1864,0.88749,0.30725,-5.9864,-1.4927,-1.5762,3.4479,0.40118,0.97677,2.6942,-0.67309,-2.2392,-0.26487,-0.82166,0.95651,-0.70728,-0.53223,-0.23244,1.8701,1.5121,1.0581,-1.8523,-1.7412,-0.76217,0.98799,2.9576,-1.2001,-0.2375,-2.0704,-1.1312,-1.5078,-0.76636,-0.55543,1.3052,-2.2696,-0.34346,-0.36841,-0.38498,-0.35908,-0.68136,-0.26368,0.61899,-1.9995,0.92272,-0.46485,-0.79164,0.30459,0
-12.133,-4.1018,7.2281,-1.3641,1.8895,1.3833,-4.4666,2.3991,0.024444,2.5494,-3.3843,2.3832,-0.84918,5.8005,-1.403,-1.0017,0.98966,-0.34767,-2.9194,2.5828,-0.71024,3.5336,4.5774,1.0002,1.7217,0.042433,3.2882,-2.7246,-1.2654,1.0875,-2.0676,0.95315,1.4932,0.53377,-0.36916,-1.9207,2.9998,0.61474,0.1768,-2.6444,-1.004,1.1042,-0.036223,-0.34969,1.0333,2.2389,1.038,0.13135,0.6855,1.8265,-0.10158,0.36535,0.79293,-0.95673,-0.16256,-1.2348,1.668,1.3506,-0.11448,-0.30986,0.68164,-0.76029,1.6139,-0.32271,0
-10.888,-8.0621,2.8683,-2.7215,-0.18873,-1.8877,-8.0219,-4.2162,1.3734,-5.6332,-1.3728,1.998,0.6517,1.8615,-2.0012,-1.2223,-1.2644,0.36451,1.4573,2.2823,-0.56658,0.098053,-1.2504,1.5253,0.26567,-0.28795,1.9314,-3.143,-3.5803,0.08464,-1.3463,2.4968,-2.1903,-1.4786,-0.26228,0.12334,-0.26305,-0.91223,1.4747,-1.3029,0.27235,0.65832,1.4051,-0.35656,-0.50627,0.62836,-1.1558,-1.9272,-2.4148,-0.057323,-1.3665,-0.51093,2.954,-1.2535,0.88891,0.87087,-1.1936,-0.81718,-0.086623,0.4163,1.694,0.22127,-0.95275,-0.72284,0
-7.9825,-13.977,2.6542,-4.3736,0.066005,0.20314,-8.8241,-7.3956,-0.092957,-3.0762,1.1245,-0.6668,2.6253,-0.18746,-0.6857,2.9099,-2.1167,0.78832,0.516,0.1123,0.16887,-1.6947,2.2718,-2.2768,-3.6711,-0.48187,0.44285,0.28727,0.46312,0.037407,-1.1231,2.8133,0.25827,-0.46587,0.34127,-0.41824,-1.7806,0.84778,0.21914,0.11052,-0.14735,-0.083453,-0.53573,0.39176,1.1718,0.052999,0.54975,-1.1723,-0.27996,0.44106,-1.6953,0.41107,0.19154,-0.73541,1.4197,-0.66758,-0.46419,0.80235,-0.22555,-1.0247,-0.14115,-1.0231,1.8049,1.7196,0
-9.5822,-4.7425,5.4325,0.20672,5.0751,5.196,-7.0027,1.5186,-1.2846,-3.1345,-3.2337,3.2159,0.52304,6.9326,-0.92397,0.35932,-2.3624,-3.2162,-2.873,-0.26397,-1.0332,3.5914,2.4425,0.6519,1.3538,1.3659,2.3168,-1.2906,-1.4199,0.37079,-2.0015,1.0713,1.5136,-1.187,1.4732,-3.5093,-1.4652,-2.2577,-0.022003,-0.34555,1.4084,0.068246,1.2361,-0.30466,-1.5294,0.61548,0.3542,-0.42712,1.9596,-0.68446,1.1615,-0.97229,-0.078978,-0.09959,0.13506,0.64264,0.7412,-1.9952,1.8222,-0.16608,-0.29052,2.2095,1.0093,-1.9964,0
-10.001,-3.5115,3.6134,-0.83388,0.95856,3.9831,-7.1744,-0.7657,-0.062828,1.0949,-4.0298,3.9183,-0.55275,2.4157,-1.8167,-3.7361,2.98,-1.3394,1.105,3.0269,-4.7215,2.8761,1.799,2.9835,1.8064,0.58423,3.656,-1.8716,-1.6749,-0.61193,-2.5953,0.73664,-0.42566,0.029432,-2.0991,-0.35115,0.76353,-0.41082,0.39077,-0.82417,-1.139,0.13086,2.0133,-1.2032,0.098531,0.82988,-1.1018,-1.4882,-1.4534,0.72168,-0.12327,-0.8647,-0.36661,0.59603,1.4005,-0.056486,-0.70291,2.2179,0.35231,-0.91577,0.62622,-0.15457,-0.024655,-0.49263,0
-6.822,-4.5471,1.6996,0.98311,2.1559,4.5898,-9.7151,-2.8781,-0.72957,-0.34868,-4.837,1.6799,1.9707,0.63475,-0.84079,-1.2461,3.2109,-3.159,3.5297,3.7357,-3.1304,0.68449,0.49919,2.662,0.11587,0.8578,1.1512,-1.9896,-2.5554,-0.094328,-2.7193,0.0067542,-1.346,-1.1133,-0.14651,-0.36427,0.097492,-2.851,1.2737,-1.6388,-0.79887,0.22677,1.7737,-1.1872,-0.69224,-0.54742,-1.122,0.55011,-0.20642,0.14573,-0.38729,-0.14745,1.8462,0.075265,0.40825,1.9517,0.19964,-0.26599,1.5536,0.74504,0.45549,0.16746,0.49612,-1.9776,0
-6.8701,5.061,-4.3704,-0.36359,3.4779,7.382,-4.5088,-0.87573,-4.1951,0.17673,3.6755,8.9251,-2.9963,1.6091,1.7637,0.80133,0.20248,-2.0128,0.65109,2.7196,0.45294,2.5736,4.882,2.6579,0.34409,0.74629,1.3945,-1.5925,-0.94555,1.8908,-0.85008,0.073018,-0.13219,-1.3686,2.3622,-1.2692,1.2016,-0.49043,-0.11231,1.1699,0.063022,-0.22078,1.4474,-2.0947,-2.8179,0.40125,2.0392,-0.9334,0.066002,0.21354,0.073994,-1.3996,-0.22796,-0.061703,-0.39291,-2.3584,1.1415,0.2371,-0.029629,-1.2653,2.1645,0.57614,-0.22094,-0.87315,0
-4.8167,-6.6581,-3.6771,1.9699,-1.8582,-2.4859,-9.6528,-5.9196,4.2529,0.2538,0.25405,-1.721,6.7307,1.3754,0.24124,2.9436,1.6479,4.8395,-0.26865,3.2643,-1.7846,-4.9909,-0.033707,0.045246,-1.6286,0.84281,1.7083,0.40951,1.6087,-1.0619,1.701,0.38744,-2.704,0.59859,0.26769,-1.7589,0.31135,-1.2186,-0.84058,-1.1319,-0.62469,-0.75627,-0.45333,2.9739,0.79961,1.5145,-1.6596,-0.33632,-0.26298,1.3921,-0.9357,2.3024,-0.56524,-0.90996,0.41843,-0.6582,-1.3701,-0.8025,0.41842,1.4979,0.63472,-0.23384,-1.3732,0.93226,0
-9.101,-10.92,5.3272,-4.0736,1.3299,0.044455,-8.9261,-6.7677,-0.33162,-4.1819,0.088703,1.6434,2.4468,2.6957,-1.8516,3.6625,-1.6646,-0.12679,0.47505,2.2706,-0.52428,-0.51983,1.7992,-0.087487,-0.17673,-0.44051,1.8301,-1.333,-0.04236,-1.717,-1.587,1.9257,1.5051,-0.38308,-0.043023,-1.5435,-1.423,0.46396,0.75592,1.1896,-0.1887,0.3059,0.39768,-0.65536,-0.94876,0.049947,0.49849,-1.4305,0.021627,0.65886,-1.9151,0.68264,1.4603,-0.19875,0.21668,-1.1733,0.29267,-1.5951,-0.30118,-1.3288,-0.8884,-0.86922,0.98695,0.45789,0
-7.1316,-6.5852,4.9861,-2.1787,3.3474,4.7919,-8.831,-8.3824,-3.4695,2.9167,-0.063884,0.9649,1.2536,1.6531,2.1845,3.2616,2.2663,-1.1763,-0.24062,3.7681,-3.6626,-0.86888,3.3487,-0.54113,0.010652,1.0568,-0.050642,-0.39628,0.63849,-0.4038,-1.1734,-0.013978,-1.7281,-1.2888,0.3478,-1.2875,-0.38092,-0.6544,1.2179,-1.0545,-0.92916,-0.40643,0.62517,-0.18042,0.46947,1.2135,0.82604,-0.54143,0.76335,-0.22982,-1.8622,0.2285,0.57797,-0.70775,-0.016564,-0.42654,-0.32979,-0.83582,-0.37648,1.3902,-0.75637,-1.0035,0.29561,-2.1308,0
-11.245,-9.0343,8.7181,-2.7168,1.9756,-0.48721,-4.1307,0.42861,3.7308,-1.1419,-3.9107,1.4755,1.2385,0.76877,-2.4688,-1.6484,0.57995,1.0776,-0.025003,0.74923,-2.0845,0.30147,-0.93385,3.554,1.3672,-0.83984,1.2692,-0.48336,-4.1073,-0.077824,0.3598,2.5339,-2.852,-1.1232,0.54611,0.45138,1.9281,2.5004,-0.7661,-2.251,-0.63044,0.056991,2.2761,-0.25503,0.20072,-1.3591,-1.4314,-1.6348,-1.5479,1.2569,-0.34549,-1.3641,0.40697,-0.73422,-0.080674,-0.32211,0.57088,1.1157,0.83431,0.034144,0.74581,1.6857,0.0096221,0.63279,0
-9.5394,-9.7637,2.7631,0.34935,2.0426,3.243,-10.387,-2.5747,0.20573,-3.4542,-2.6128,-1.284,1.3075,-1.8711,-2.6565,2.2239,-0.77636,-1.1216,1.898,1.7881,-1.3189,-1.1126,4.0027,-0.20052,-2.6938,-0.24454,1.5101,0.1256,1.2956,-0.16281,-0.19051,3.2617,0.013473,-0.41126,0.073554,-0.58256,-1.981,-0.16353,0.68025,0.63594,0.4917,0.33527,0.79498,0.28302,0.37116,-1.8747,-1.5104,-0.70521,-0.90441,0.25923,-1.6939,-0.40418,0.32413,-2.4113,0.15781,0.90745,1.1092,-1.7569,-0.79395,0.15763,-0.35763,0.75423,1.0607,0.21565,0
